filename,content,speaker,gender
hifigan_16k_136.wav,又將荷馬呢一句豪氣干雲嘅詩同林語堂講咗一次,3,female
hifigan_16k_137.wav,令到天宇第一次產生因為異性而暈陀陀嘅感覺,3,female
hifigan_16k_139.wav,做咗八個小時體力活回家仲要做飯弄得自修時間都冇,3,female
hifigan_16k_140.wav,打開呢本聲好書我哋就可以用耳朵閱覽群書聆聽中外不同著作,3,female
hifigan_16k_141.wav,喺佢指導下有係統地讀咗一啲中國文學作品,3,female
hifigan_16k_143.wav,透過玻璃門總睇見沉沉實實站著一兩個高大嘅看門人,3,female
hifigan_16k_145.wav,佢要嘅係熱情係力量係火一樣嘅生命,3,female
hifigan_16k_146.wav,我對這個問題一直沒有仔細地思考過,3,female
hifigan_16k_147.wav,文革之後更係中國改革開放嘅總設計師,3,female
hifigan_16k_148.wav,雙肩在長時間嘅緊張收緊下僵硬而痛楚,3,female
hifigan_16k_149.wav,喺呢一定嘅時間裏面以及相當嘅空間裏面,3,female
hifigan_16k_150.wav,話此後嘅世界全係勞工嘅世界但係喺蔡元培嘅演詞裏邊,3,female
hifigan_16k_151.wav,一進校門就可以發現中國慣常缺少嘅美德,4,female
hifigan_16k_153.wav,有一啲主張去紮彩店紮一個紙人返嚟做替身,4,female
hifigan_16k_155.wav,一切事業受時局影響非但發展無望原有局面且難以支持,4,female
hifigan_16k_157.wav,我入房去見到媽媽自己一個坐喺床嘅一邊,4,female
hifigan_16k_158.wav,呢個時候已經忘記曾經睇見佢哋裝子彈嘅事,4,female
hifigan_16k_159.wav,原則上我哋每個人都可以通過認知能力去作出驗證或者否證,4,female
hifigan_16k_160.wav,早晚在房中洗澡每每裸體兼練習體育運動,4,female
hifigan_16k_161.wav,後來見到人都嚟嗮喇佢就企起身往井邊上跑,4,female
hifigan_16k_162.wav,將先前一切自欺欺人的希望之談全都掃除,4,female
hifigan_16k_163.wav,張紀堂同我陪同西西去到北京替洪範送書送稿費,4,female
hifigan_16k_164.wav,但係我知道眼前嘅政治環境已經將我哋壓到唞唔過氣你識政治,4,female
hifigan_16k_165.wav,於是佢就成為站著喝酒而穿長衫的唯一的人,4,female
hifigan_16k_166.wav,前仆後繼嘅烈士係為我哋犧牲㗎你點可以咁自私呢,4,female
hifigan_16k_168.wav,飯食嘅多元化令到佢逐漸擺脫中國嘅一元化生活方式,4,female
hifigan_16k_169.wav,為咗保證自己嘅權益順利過渡九七與及回歸後生活方式不變,4,female
hifigan_16k_170.wav,但係喺十七歲嘅年青人心中儘管冇正式嘅心上人,4,female
hifigan_16k_171.wav,包括早午餐仲能夠喺之後儲起一毫子,4,female
hifigan_16k_172.wav,每個月一齊到書店去逛逛買啲好嘅書籍返嚟,4,female
hifigan_16k_173.wav,佢並唔盼望有房客因為佢盼望嘅係住客,4,female
hifigan_16k_174.wav,大約除咗意大利本國就要嚟呢度睇喇,4,female
hifigan_16k_175.wav,更大嘅可能係書本自己有生命寫下寫下,4,female
hifigan_16k_176.wav,我們要能多方面的了解多方面的感受,4,female
hifigan_16k_177.wav,今次佢重新以樹嘅身份進入我嘅記憶,4,female
hifigan_16k_178.wav,有聲好書全港中學生聲演比賽二零一六年冠軍英皇書院,4,female
hifigan_16k_179.wav,與當年我在禪造外突然聽到傳聲一樣,4,female
hifigan_16k_180.wav,可惜後來因為爆發抗日戰爭呢一個事情冇成功,4,female
hifigan_16k_181.wav,因為小天慈唔喺屋企洪泰陽亦都不多留喇,4,female
hifigan_16k_182.wav,只係樓上李香君嘅房間比較完整乾淨,4,female
hifigan_16k_183.wav,呢一個就係真真切切嘅生活體驗同觀察,4,female
hifigan_16k_184.wav,由零星嘅抗議行動變成為日後嘅政治鬥爭,4,female
hifigan_16k_185.wav,呢種嚴肅同埋消遣嘅問題的確係好複雜㗎,4,female
hifigan_16k_186.wav,日本嘅房東對中國學生係唔錯嘅即使兩國交戰時都係如此,4,female
hifigan_16k_187.wav,我哋會相信佢同樣係可以帶畀人溫暖嘅天使嗎,4,female
hifigan_16k_188.wav,又好似橡筋帶咁即刻服服帖帖咁縮翻返嚟,4,female
hifigan_16k_189.wav,又喺社會上鼓吹四個人最熱心始終其事嘅係李石曾同吳稚晖,4,female
hifigan_16k_190.wav,呢個係你珍貴嘅嘢睇一眼咪當領咗獎囉還返畀你啦,4,female
hifigan_16k_191.wav,呢啲嘅鄉下人糊裏糊塗要表現嘅無法表現,4,female
hifigan_16k_192.wav,在飲食起居上大多數都不能一下子適應環境,4,female
hifigan_16k_193.wav,知識可以將人從貧窮同埋愚昧中解放出嚟,4,female
hifigan_16k_194.wav,奇怪嘅係喺咁樣一家提倡日本精神嘅高中,4,female
hifigan_16k_195.wav,女侍問我哋個窗要唔要關上都聽唔懂,4,female
hifigan_16k_197.wav,狂人記得大哥曾經同佢講過易子而食,4,female
hifigan_16k_199.wav,過咗兩個幾鐘小泉嘅媽媽先至接到小泉嘅電話,4,female
hifigan_16k_200.wav,老廚子今日特別忙手裏面扐住一盤黃瓜菜往屋裏面走,4,female
hifigan_16k_201.wav,於是佢自己動手為佢啱啱出世嘅細蚊仔,5,female
hifigan_16k_202.wav,除咗不善說話之外佢當時嘅國語程度都唔夠發揮有係統嘅意見,5,female
hifigan_16k_203.wav,讀臺大哲學係教授傅佩榮先生嘅一篇文章,5,female
hifigan_16k_205.wav,恐怕比蕭紅家鄉個後花園仲要岑寂,5,female
hifigan_16k_208.wav,呢一個係溫柔嘅輕撫定係敵意嘅攻擊,5,female
hifigan_16k_209.wav,總前人而寫得較好㗎我只係諗到蘇東坡,5,female
hifigan_16k_210.wav,有聲好書全港中學生聲演比賽二零一六年季軍,5,female
hifigan_16k_211.wav,點知畀我隨便放喺書架上邊就失散咗喇,5,female
hifigan_16k_212.wav,但係就係現代地球人無法迴避嘅存在之問,5,female
hifigan_16k_213.wav,黃則係乘黃係皇帝嘅神獸座駕龍翼馬身,5,female
hifigan_16k_214.wav,呢個時候啟和見到小泉後邊站住個婦人,5,female
hifigan_16k_215.wav,擰轉頭望摩利佢仲未除低個關公面具啊,5,female
hifigan_16k_216.wav,不必交學習費用之外伙食豐富每餐八菜一湯四葷四素,5,female
hifigan_16k_217.wav,所謂會讀書就係本住誠意去讀有價值嘅書,5,female
hifigan_16k_218.wav,呢啲令到佢免於成為迂腐嘅狷者或者係嚮願式嘅狷者,5,female
hifigan_16k_219.wav,又係賠錢又係賠地將寶島臺灣都割畀日本,5,female
hifigan_16k_220.wav,所以一九二零年代嘅時候唔少留美學生喺回國前已有教籍,5,female
hifigan_16k_221.wav,淑珍緊張咁開咗睡房門入咗去一會再出嚟又關上咗睡房門,5,female
hifigan_16k_222.wav,而呢啲理想就係我哋而家所講嘅國家至上呢個信念嘅雛形,5,female
hifigan_16k_223.wav,幾個小學堂嘅學生都排起隊喺大街上面遊行而且唱住呢首歌,5,female
hifigan_16k_225.wav,中國俗語有謂在家靠父母出外靠朋友,5,female
hifigan_16k_228.wav,今日嘅中國人能夠不把呢一番獻身現代化嘅話視作樣板嘅官腔,5,female
hifigan_16k_231.wav,佢的確好耐好耐冇接觸過媽媽對手喇,5,female
hifigan_16k_232.wav,我在中學時讀過物理大概還明白佢尚言之成理,5,female
hifigan_16k_233.wav,會唔會係來自左派經常講嘅毛主席是我們心中的紅太陽,5,female
hifigan_16k_234.wav,我坐喺個地上面硬要罵個不停黑摩利死摩利摩利死摩死利利死,5,female
hifigan_16k_235.wav,則被一些激烈嘅旁觀者話係為咗牟利欺世盜名,5,female
hifigan_16k_236.wav,但係忽然想起書本上面有句用得好濫嘅說話,5,female
hifigan_16k_237.wav,姐姐你睇下我呢一樖小樹苗生根發芽喇,5,female
hifigan_16k_238.wav,咁樣你哋可以心照不宣咁繼續交往落去,5,female
hifigan_16k_239.wav,講法國佢會同我哋講羅浮宮裏邊嘅名畫,5,female
hifigan_16k_240.wav,應該改變以然求學術嚟改進本國文化為留學嘅唯一目的,5,female
hifigan_16k_241.wav,連身邊嘅人都能夠同享呢一種寬鬆嘅愉快,5,female
hifigan_16k_242.wav,中國嘅留學求生之浪潮長達半個世紀,5,female
hifigan_16k_243.wav,佢係你咩人啊點解佢會同啲畀警察打嘅人喺埋一齊嘅,5,female
hifigan_16k_244.wav,當時會談嘅地點分別喺北京同倫敦進行,5,female
hifigan_16k_245.wav,呢一次卻可以隨便交談冇咩嘢障礙喇,5,female
hifigan_16k_246.wav,印象開始模糊所以就將天慈講成為天賜,5,female
hifigan_16k_247.wav,嗱當年喺英皇書院荒廢嘅噴水池裏邊,5,female
hifigan_16k_248.wav,小眉幾個月都冇幫魚缸換水魚唔死至怪啦,5,female
hifigan_16k_250.wav,就真係聽天由命幸運嘅先至可以讀出一啲成績,5,female
hifigan_16k_251.wav,投軍無門之後能夠想到嘅難免以書生事業,6,female
hifigan_16k_252.wav,友誼就係人同人之間自願建立嘅親近關係,6,female
hifigan_16k_253.wav,幾個日本憲兵和漢奸圍著我要檢查我的行裝,6,female
hifigan_16k_255.wav,娟娟喇我走咗之後邊個同你漫步呢一個石仔路啊,6,female
hifigan_16k_256.wav,但爭取八八直選作為一個群眾嘅運動,6,female
hifigan_16k_257.wav,因為咁狐狸就講如果小王子馴服咗佢,6,female
hifigan_16k_258.wav,亁叔點解張伯兩日都仲未返屋企嘅呢,6,female
hifigan_16k_259.wav,返到屋企媽媽睇到我嘅成績表一定會讚我㗎,6,female
hifigan_16k_260.wav,如果我稍稍喺變馬戲嘅前面停一停佢就會話喇,6,female
hifigan_16k_262.wav,但係最好㗎都仲係由我率領嘅法國軍,6,female
hifigan_16k_263.wav,清華學堂本來係一間留美預備學校程度約等於中學家兩年大學,6,female
hifigan_16k_264.wav,我哋愛自由爭自由嘅人怕冇立足容身之地喇,6,female
hifigan_16k_266.wav,而且招呼有二伯嚟讓有二伯帶佢哋去,6,female
hifigan_16k_267.wav,好多工廠每逢週四會作求職者登記以便喺週末分配臨時工作,6,female
hifigan_16k_268.wav,我哋亦都唔喺大陸生活唔能夠同佢哋一齊罷工罷市,6,female
hifigan_16k_269.wav,不斷追步先進國嘅學科發展並且為咗掌握該學科,6,female
hifigan_16k_270.wav,尤其是對付左派群眾更加係深仇大恨,6,female
hifigan_16k_271.wav,等佢哋漸漸知道點樣去做人先至得啊,6,female
hifigan_16k_272.wav,佢通紅嘅臉上面佢嘅小眼睛故意咁笑住,6,female
hifigan_16k_273.wav,有聲好書回首香港七十年中華書局香港有限公司出版,6,female
hifigan_16k_276.wav,以為文學係唔能夠以有用嚟衡量佢嘅價值,6,female
hifigan_16k_277.wav,自從在人生之體驗一書認識咗你之後,6,female
hifigan_16k_278.wav,意味住官方嘅學聯已經係唔值得佢哋信賴嘅組織喇,6,female
hifigan_16k_279.wav,如果在天晴傍晚走一遭會有始得西山嘅興奮,6,female
hifigan_16k_280.wav,你將從此更對於尚生存的親愛的人表現你更深厚的愛,6,female
hifigan_16k_281.wav,因為呢個時候佢冇睇到啲乜嘢破壞嘅行動,6,female
hifigan_16k_282.wav,但係市民有病要入院治療就要有心理準備,6,female
hifigan_16k_283.wav,年紀唔大學識淵博本身都係開國功臣嘅老臣子,6,female
hifigan_16k_284.wav,已經讀咗社會學碩士嘅學生想轉入讀人類學,6,female
hifigan_16k_285.wav,佢講住嘅時候好似喺度講其他人一樣,6,female
hifigan_16k_286.wav,呢個時候知識份子乘勢推動思想啟蒙,6,female
hifigan_16k_287.wav,睇咗德川時代三大名橋之一嘅岩國錦帶橋,6,female
hifigan_16k_290.wav,但係喺貪污盛行嘅年代佢可以做啲乜嘢呢,6,female
hifigan_16k_291.wav,也沒有理由天天帶住一個小機器滿街走,6,female
hifigan_16k_292.wav,唔同社會團體嘅標語喺人海中漂流住轉動住,6,female
hifigan_16k_294.wav,樹縫入面亦都漏出咗一兩點路燈嘅光,6,female
hifigan_16k_295.wav,你雖然仍然係一心一意依戀住佢老人家,6,female
hifigan_16k_296.wav,放學返嚟留喺屋企做功課佢竟然走咗出去,6,female
hifigan_16k_301.wav,不但向地位同埋學歷比你高嘅人學習,7,female
hifigan_16k_302.wav,即使喺外人睇起上嚟佢哋冇任何分別,7,female
hifigan_16k_304.wav,大概主旨係我國嘅文學批評開始於論詩,7,female
hifigan_16k_305.wav,也就是為滿足他們的獸性和侮辱中國婦女的地方,7,female
hifigan_16k_306.wav,山河的壯麗確非親自到過中國的人不知,7,female
hifigan_16k_307.wav,由於訓練嚴格實習生大呼體力難以應付,7,female
hifigan_16k_309.wav,然後小心翼翼寫上收件人嘅姓名同埋地址,7,female
hifigan_16k_310.wav,聽爸爸講曼谷成為泰國嘅首都亦都有二百幾年歷史喇,7,female
hifigan_16k_311.wav,家世都有機會出現佢哋唔鍾意嘅地方,7,female
hifigan_16k_313.wav,不過中國呢仍然將自己封鎖喺象牙塔之中,7,female
hifigan_16k_314.wav,當學潮鬧大嘅時候里昂市長赫里約喺報上話,7,female
hifigan_16k_315.wav,但係就見唔到土地同埋人嘅情感依存,7,female
hifigan_16k_316.wav,佢種抑揚頓挫令浪漫男女癡迷瘋狂嘅聲調,7,female
hifigan_16k_317.wav,佢睇出啲情詩入面唔少歌詠性生活嘅句子,7,female
hifigan_16k_318.wav,女孩子受高等教育嘅真如鳳毛麟角少之又少,7,female
hifigan_16k_319.wav,有一日佢見一家畫店攞出大批畫家名作,7,female
hifigan_16k_320.wav,因為佢對現代人嘅生存狀態有好深嘅關切,7,female
hifigan_16k_321.wav,少壯嘅騎士更加係生龍活虎千載如見,7,female
hifigan_16k_322.wav,好似條魚就嚟上釣嘅魚絲喺水下面掙扎,7,female
hifigan_16k_323.wav,如果玫瑰對於呢啲角色係冇足夠嘅反思,7,female
hifigan_16k_325.wav,我一聽到呢個說話明明係嘲笑我嘅說話,7,female
hifigan_16k_326.wav,勉強通過嘅政制改革最終亦都會被九七後成立嘅特區政府推翻,7,female
hifigan_16k_327.wav,呢個係領隊應爸爸一再要求而安排㗎,7,female
hifigan_16k_330.wav,呢一個係因為家庭為我負咗巨大嘅金錢代價,7,female
hifigan_16k_332.wav,家庭必接送學生若請假離校必向學監申述理由,7,female
hifigan_16k_333.wav,有咗民主選舉市民雖然可以一如既往唔關心政治,7,female
hifigan_16k_336.wav,第二日我一早起身就依住個地址來到一棟廉租屋,7,female
hifigan_16k_337.wav,時光易逝轉瞬六十七十八十年代過去,7,female
hifigan_16k_338.wav,但係洪泰陽以為呢啲手段只會喺封建王朝先至會出現嘅,7,female
hifigan_16k_340.wav,所以當時港人盼望英國可以繼續管治香港絕非奴隸心態作祟,7,female
hifigan_16k_341.wav,係唔係同時桎梏咗學子表達一己感受嘅能力呢,7,female
hifigan_16k_342.wav,不過佢一戴起草帽嘅時候就睇唔到㗎喇,7,female
hifigan_16k_344.wav,引證後嚟東門口嘅南門射擊就更加顯明喇,7,female
hifigan_16k_345.wav,糊里糊塗咁畀人拉入某一個陣營或者係派係,7,female
hifigan_16k_346.wav,入馬場賭博嘅寧願家人捱餓都唔願意斬手指戒賭,7,female
hifigan_16k_347.wav,所謂會讀書就係本住誠意去讀有價值嘅書,7,female
hifigan_16k_349.wav,但係只要稍有志氣都想中國好都想作貢獻,7,female
hifigan_16k_350.wav,洋警司感到愕然心諗啊呢個小左女咁鬥膽老虎口中挑牙縫,7,female
hifigan_16k_351.wav,如果麗玲真係你嘅好朋友佢搬走咗都會再返嚟搵你嘅,8,female
hifigan_16k_352.wav,我以為呢啲新詩可以大體分為兩個階段,8,female
hifigan_16k_354.wav,而應該對佢哋有一份基本嘅同情同埋理解,8,female
hifigan_16k_357.wav,我敢講我哋國內大學一年級所用嘅物理同化學實驗嘅儀器,8,female
hifigan_16k_359.wav,佢冇即刻答我佢似乎諗咗一諗跟住就話喇,8,female
hifigan_16k_360.wav,工作結束之前要寫一篇論文總結收穫,8,female
hifigan_16k_361.wav,教師就映啲風景啊時事嘅畫片畀學生睇,8,female
hifigan_16k_362.wav,就講家人其中有老嘅病嘅唔能夠嚟睇,8,female
hifigan_16k_363.wav,素素仲留低咗一個地址記得係曼谷嘅吞武里府,8,female
hifigan_16k_365.wav,香港已經係經濟相當發達嘅國際城市,8,female
hifigan_16k_366.wav,但係喺泰陽心中就有一種異樣嘅感覺,8,female
hifigan_16k_367.wav,哦呢度係赤柱原來佢將賊住聽做赤柱,8,female
hifigan_16k_368.wav,中國學生跟唔上只好向日本學生借筆記,8,female
hifigan_16k_369.wav,阿華返學校後大人們對佢嘅反常行為議論紛紛,8,female
hifigan_16k_370.wav,當時嘅學生當然冇而家嘅那麼複雜那麼多問題,8,female
hifigan_16k_371.wav,有赴美攻讀嘅學生因為向來對打字機有興趣一上岸見到就買,8,female
hifigan_16k_372.wav,遇到必須要講日語嘅時候就胡亂拼湊於是鬧出好多笑話,8,female
hifigan_16k_373.wav,結果全部合格第一名嘅係日本帝國大學嘅工科畢業生,8,female
hifigan_16k_374.wav,天星碼頭就在狹窄嘅街道對面嘅岸邊,8,female
hifigan_16k_375.wav,由中法學校女舍監和幾個女工傳述著每日洋溢於我們耳鼓,8,female
hifigan_16k_377.wav,點樣鋪西式床鋪之外有一樣社交係冇人教過中國嘅男生,8,female
hifigan_16k_378.wav,李方桂講到呢一件事強調自己只有二十七歲,8,female
hifigan_16k_379.wav,橋架呢好似城門圈咁樣嘅行上去呢會微微咁樣搖晃住,8,female
hifigan_16k_380.wav,沒有一直可棲存的土地佢於是到巴黎留學,8,female
hifigan_16k_381.wav,但係距西貢只有三十分鐘路程嘅堤岸華人多,8,female
hifigan_16k_382.wav,一位係中一嘅中文科老師餘松烈先生,8,female
hifigan_16k_383.wav,所謂會讀書就係本住誠意去讀有價值嘅書,8,female
hifigan_16k_384.wav,由教授選擇最近重要嘅論文預先分發閱讀,8,female
hifigan_16k_387.wav,開風氣嘅係三十年代嘅留日學生吳曉邦,8,female
hifigan_16k_388.wav,為咗表示對吾師唐君毅先生嘅追念同埋敬意,8,female
hifigan_16k_389.wav,於是竭力敷衍到電車停駛之後先至離開步行回去,8,female
hifigan_16k_390.wav,喺書店可以從早睇到晚過道有幾張小凳你可以拉出嚟坐,8,female
hifigan_16k_391.wav,女人多數都係膽小㗎但係亦都乍住膽子嚟睇,8,female
hifigan_16k_392.wav,幾日以來普連波感到自己嘅血脈已經同北京嘅民眾混和喺一齊,8,female
